product_id,marketplace_id,product_title,title_desc,product_price,list_price,manufacturer,upc,model_name,product_dimensions,product_weight,customer_ratings,average_rating,listing_url,image_url,seller_name,seller_url,status
B01NASG8NQ,,,,,,,,,,,,,,,,,Gerber Baby Unisex Infant Toddler 3 Pack Potty Training Pants Underwear
B08VJDS9XR,,,,,,,,,,,,,,,,,$28.49
B0792MTNHP,,,,,,,,,,,,,,,,,"The Honest Company Dry Baby Wipes | 100% Organic Cotton, Gentle, Disposable | 192 Count"
B07G8VKJGW,,,,,,,,,,,,,,,,,"The Honest Company Clean Conscious Overnight Diapers | Plant-Based, Sustainable | Sleepy Sheep | Club Box, Size 3 (16-28 lbs), 60 Count"
B08MRT23SP,,,,,,,,,,,,,,,,,"
                                    "
B08MRR9PBV,,,,,,,,,,,,,,,,,"The Honest Company Hydrating Face + Body Lotion | Fast Absorbing, Naturally Derived, Hypoallergenic | Fragrance Free Sensitive, 8.5 fl oz"
B0153OYPRG,,,,,,,,,,,,,,,,,"
                                    "
B08MXVN3Z1,,,,,,,,,,,,,,,,,"
                                    "
B0BTT9GP41,,,,,,,,,,,,,,,,,$29.99
B07H51ZH3K,,,,,,,,,,,,,,,,,"The Honest Company Foaming Bubble Bath | Gentle for Baby | Naturally Derived, Tear-free, Hypoallergenic | Citrus Vanilla Refresh, 12 fl oz"
B00M4BLARK,,,,,,,,,,,,,,,,,"Zarbee's Baby Soothing Chest Rub with Eucalyptus & Lavender, Petroleum-Free Safe and Effective Formula, 1.5 Ounce"
B0769KSW3C,,,,,,,,,,,,,,,,,"The Honest Company 2-in-1 Cleansing Shampoo + Body Wash | Gentle for Baby | Naturally Derived, Tear-free, Hypoallergenic | Lavender Calm, 18 fl oz"
B07RNH89NL,,,,,,,,,,,,,,,,,"The Honest Company - Eco-Friendly and Premium Disposable Diapers - Pandas, Size 5 (27+ lbs), 20 Count"
